id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,state,zip_code,school_type,school_level,charter,funding_status,total_free_reduced_lunch,free_lunch,reduced_lunch,teachers_fte,student_teacher_ratio,total_students,student_membership
100162000299,0.102544625902013,0.503243427791055,0.535479151426481,51103.0,17.026862026862,0.28099173553719,2016-2017,DE,19977,Regular School,High,No,0.0,502.94082725241617,459.00323095336694,43.937596283742764,111.0,15.11,1677.0,1677.0
100185000194,0.119109102646869,0.373791621911923,0.553511705685619,50739.0,15.996336996337,0.452631578947368,2016-2017,DE,19950,Regular School,High,No,1.0,499.32033058155326,453.0200875259702,46.30024305103266,45.0,14.89,670.0,670.0
120003000013,0.121073672187322,0.732411304870716,0.360215053763441,19782.0,24.035409035409,0.37962962962963,2016-2017,FL,32609,Regular School,High,No,1.0,712.0,683.0,29.0,70.8000030517578,25.75,1823.0,1823.0
120003000019,0.0416253716551041,0.654947916666667,0.654781199351702,54225.0,21.6910866910867,0.430313588850174,2016-2017,FL,32669,Regular School,High,No,1.0,259.0,240.0,19.0,27.7000007629395,22.89,634.0,634.0
120003000020,0.0544682857816553,0.643496357960458,0.6038104543234,46554.0,22.6678876678877,0.364757709251101,2016-2017,FL,32615,Regular School,High,No,1.0,406.0,381.0,25.0,39.0,26.92,1050.0,1050.0
120003000028,0.116580310880829,0.382407066617593,0.450915141430948,33354.0,26.7216117216117,0.488112927191679,2016-2017,FL,32641,Regular School,High,No,1.0,644.0,629.0,15.0,54.4000015258789,22.79,1240.0,1240.0
120003000029,0.0298013245033113,0.810068649885583,0.683248730964467,75341.0,23.3516483516484,0.263061411549038,2016-2017,FL,32606,Regular School,High,No,0.0,596.0,572.0,24.0,83.8000030517578,26.74,2241.0,2241.0
120006000035,0.094651789149673,0.380206479174083,0.792228390166534,65391.0,17.4908424908425,0.387903225806452,2016-2017,FL,32040,Regular School,High,No,1.0,580.0,569.0,11.0,79.3399963378906,17.37,1378.0,1378.0
120009000039,0.209809264305177,0.545277507302824,0.746478873239437,25747.0,22.6190476190476,0.484598046581518,2016-2017,FL,32401,Regular School,High,No,1.0,479.0,473.0,6.0,45.2999992370605,22.94,1039.0,1039.0
120009000064,0.108850457782299,0.352538275584206,0.420998980632008,35256.0,20.3724053724054,0.463494667760459,2016-2017,FL,32401,Regular School,High,No,1.0,881.0,874.0,7.0,79.5699996948242,17.33,1379.0,1379.0
120009000067,0.0433620433620434,0.521657754010695,0.573690621193666,43151.0,23.1562881562882,0.296099290780142,2016-2017,FL,32444,Regular School,High,No,1.0,500.0,483.0,17.0,77.0,23.17,1784.0,1784.0
120009004305,0.0813953488372093,0.647002551020408,0.396911898274296,48778.0,23.2783882783883,0.35583596214511,2016-2017,FL,32407,Regular School,High,No,1.0,451.0,438.0,13.0,61.2999992370605,25.5,1563.0,1563.0
120009007903,0.18,0.67201166180758,0.373123659756969,25392.0,22.7411477411477,0.125230202578269,2016-2017,FL,32404,Regular School,High,Yes,1.0,212.0,206.0,6.0,36.0,24.53,883.0,883.0
120012000070,0.130543933054393,0.473026080743123,0.513910355486862,33636.0,17.979242979243,0.414841849148418,2016-2017,FL,32091,Regular School,High,No,1.0,263.0,263.0,0.0,70.19966190055075,-1.0,1020.2883004021087,1020.2872501606361
120015000078,0.20293554562859,0.632786885245902,0.5,29099.0,22.032967032967,0.316187594553706,2016-2017,FL,32780,Regular School,High,No,1.0,650.0,594.0,56.0,63.0,19.56,1232.0,1232.0
120015000088,0.0853722019781364,0.590235081374322,0.354297693920335,41615.0,22.8632478632479,0.334794040315513,2016-2017,FL,32796,Regular School,High,No,1.0,621.0,564.0,57.0,54.0,20.13,1087.0,1087.0
120015000090,0.160958904109589,0.3525,0.11829134720701,20625.0,22.6434676434676,0.268221574344023,2016-2017,FL,32955,Regular School,High,No,1.0,785.0,723.0,62.0,74.0,20.5,1517.0,1517.0
120015000100,0.184439973172368,0.397819314641745,0.316860465116279,30345.0,20.006105006105,0.595744680851064,2016-2017,FL,32926,Regular School,High,No,1.0,1250.0,1179.0,71.0,86.0,18.31,1575.0,1575.0
120015000103,0.176470588235294,0.63663890991673,0.469387755102041,28940.0,23.0586080586081,0.216807558428642,2016-2017,FL,32901,Regular School,High,No,0.0,667.0,592.0,75.0,90.0,23.46,2111.0,2111.0
120015000104,0.112665406427221,0.686366932559826,0.548663101604278,42364.0,22.5457875457875,0.442728442728443,2016-2017,FL,32901,Regular School,High,No,1.0,965.0,863.0,102.0,75.5,17.7,1336.0,1336.0
120015000109,0.154243542435424,0.541037426132633,0.615643964935941,42823.0,21.5445665445665,0.351961950059453,2016-2017,FL,32935,Regular School,High,No,1.0,867.0,791.0,76.0,84.0,19.11,1605.0,1605.0
120015000118,0.15568570034163,0.677446451070979,0.580099502487562,37185.0,22.3504273504273,0.217478318879253,2016-2017,FL,32953,Regular School,High,No,0.0,543.0,492.0,51.0,67.8000030517578,21.93,1487.0,1487.0
120015000119,0.15568570034163,0.677446451070979,0.580099502487562,37185.0,25.8424908424908,0.0765957446808511,2016-2017,FL,32953,Regular School,High,No,0.0,143.0,121.0,22.0,50.0,18.74,937.0,937.0
120015000127,0.102790014684288,0.843220338983051,0.535976505139501,64151.0,24.5482295482295,0.196735395189003,2016-2017,FL,32931,Regular School,High,No,0.0,307.0,272.0,35.0,48.0,20.08,964.0,964.0
120015000131,0.0253807106598985,0.890625,0.720739219712526,61726.0,23.8156288156288,0.151162790697674,2016-2017,FL,32937,Regular School,High,No,0.0,282.0,243.0,39.0,64.0,22.06,1412.0,1412.0
120015002977,0.10989010989011,0.539008894536213,0.940397350993378,56912.0,23.5225885225885,0.306408544726302,2016-2017,FL,32927,Regular School,High,No,1.0,769.0,682.0,87.0,79.8000030517578,18.82,1502.0,1502.0
120015003293,0.0919780011378722,0.536483445837351,0.560511643161692,42979.0,21.5445665445665,0.375537799631223,2016-2017,FL,32908,Regular School,High,No,1.0,870.0,758.0,112.0,75.0,20.91,1568.0,1568.0
120015003296,0.0991080277502478,0.6939586645469,0.786802030456853,39558.0,26.2332112332112,0.0842872008324662,2016-2017,FL,32935,Regular School,High,No,0.0,127.0,104.0,23.0,48.7999992370605,19.82,967.0,967.0
120015004244,0.113516113516114,0.677391677391677,0.753640776699029,66603.0,22.960927960928,0.0754048582995951,2016-2017,FL,32940,Regular School,High,No,0.0,307.0,274.0,33.0,91.0,23.02,2095.0,2095.0
120015007530,0.224315952503872,0.521924626688789,0.665893271461717,48565.0,19.2979242979243,0.47966573816156,2016-2017,FL,32907,Regular School,High,No,1.0,1200.0,1059.0,141.0,86.0,22.08,1899.0,1899.0
120018000153,0.123298638911129,0.517125587642713,0.441,35256.0,20.5677655677656,0.57639569049951,2016-2017,FL,33020,Regular School,High,No,1.0,1338.0,1234.0,104.0,94.3899993896484,24.56,2318.0,2318.0
120018000157,0.11660777385159,0.62258876153201,0.405096660808436,42275.0,19.0781440781441,0.723174603174603,2016-2017,FL,33312,Regular School,High,No,1.0,1105.0,1060.0,45.0,69.6699981689453,21.6,1505.0,1505.0
120018000160,0.118674918092465,0.462140063988624,0.639219934994583,51500.0,19.3223443223443,0.584615384615385,2016-2017,FL,33024,Regular School,High,No,1.0,1335.0,1215.0,120.0,80.0,25.84,2067.0,2067.0
120018000168,0.310185185185185,0.257062146892655,0.157093425605536,15942.0,17.6862026862027,0.759882869692533,2016-2017,FL,33060,Regular School,High,No,1.0,1477.0,1415.0,62.0,86.0,23.57,2027.0,2027.0
120018000171,0.113344051446945,0.460811756473058,0.420624151967436,25477.0,17.2710622710623,0.744514106583072,2016-2017,FL,33009,Regular School,High,No,1.0,826.0,789.0,37.0,59.0,19.88,1173.0,1173.0
120018000217,0.117365710080942,0.533711405166982,0.846036585365854,31934.0,21.3003663003663,0.569156626506024,2016-2017,FL,33305,Regular School,High,No,1.0,1299.0,1183.0,116.0,100.0,23.09,2309.0,2309.0
120018000225,0.197635135135135,0.493370551290998,0.560143626570916,45759.0,20.0549450549451,0.4826224328594,2016-2017,FL,33065,Regular School,High,No,1.0,1434.0,1296.0,138.0,115.0,22.04,2535.0,2535.0
120018000231,0.202110649184522,0.451375559820857,0.425430210325048,43669.0,18.4676434676435,0.640928725701944,2016-2017,FL,33334,Regular School,High,No,1.0,1050.0,998.0,52.0,66.0,24.15,1594.0,1594.0
120018000234,0.0850327048864948,0.597447395653674,0.642857142857143,38598.0,21.5201465201465,0.415735567970205,2016-2017,FL,33314,Regular School,High,No,1.0,1295.0,1132.0,163.0,87.8000030517578,25.93,2277.0,2277.0
120018000241,0.0596926713947991,0.625744258576694,0.495787427090084,58329.0,19.0537240537241,0.562214089661482,2016-2017,FL,33313,Regular School,High,No,1.0,1249.0,1160.0,89.0,82.0,23.55,1931.0,1931.0
120018000247,0.0888888888888889,0.8683304647160071,0.982142857142857,84063.0,18.8339438339438,0.586289549376798,2016-2017,FL,33021,Regular School,High,No,1.0,1187.0,1092.0,95.0,78.0,23.29,1817.0,1817.0
120018000249,0.0860266159695817,0.714903846153846,0.759521218715996,59410.0,17.2466422466422,0.717485549132948,2016-2017,FL,33066,Regular School,High,No,1.0,1245.0,1183.0,62.0,80.0,22.56,1805.0,1805.0
120018000251,0.189372526851328,0.318916102136529,0.275316455696203,28689.0,20.1770451770452,0.608421052631579,2016-2017,FL,33441,Regular School,High,No,1.0,1549.0,1479.0,70.0,104.339996337891,22.7,2368.0,2368.0
120018000252,0.153529814941741,0.641963727329581,0.311464968152866,36660.0,18.0525030525031,0.784886927744071,2016-2017,FL,33309,Regular School,High,No,1.0,1316.0,1290.0,26.0,81.0,23.38,1894.0,1894.0
120018000253,0.172767203513909,0.616678346180799,0.423853211009174,50984.0,20.4945054945055,0.589792785878741,2016-2017,FL,33025,Regular School,High,No,1.0,1479.0,1383.0,96.0,91.0,23.32,2122.0,2122.0
120018000264,0.118131203098523,0.56326318524292,0.526901669758813,42384.0,18.1990231990232,0.53552790044159,2016-2017,FL,33351,Regular School,High,No,1.0,1433.0,1299.0,134.0,98.7699966430664,22.43,2215.0,2215.0
120018000265,0.106194690265487,0.640591315060055,0.531417112299465,71325.0,22.2527472527473,0.191588785046729,2016-2017,FL,33328,Regular School,High,No,0.0,670.0,578.0,92.0,96.5299987792969,24.11,2327.0,2327.0
120018000272,0.0643079661771251,0.348535658394813,0.728628800917958,40247.0,19.957264957265,0.53797733948804,2016-2017,FL,33317,Regular School,High,No,1.0,1317.0,1210.0,107.0,93.0,24.84,2310.0,2310.0
120018002117,0.0613254203758655,0.729704797047971,0.733333333333333,86518.0,20.9340659340659,0.397385620915033,2016-2017,FL,33071,Regular School,High,No,1.0,1499.0,1312.0,187.0,115.199996948242,24.31,2800.0,2800.0
120018002120,0.0827296097218976,0.511682242990654,0.634423897581792,53952.0,21.3247863247863,0.305194805194805,2016-2017,FL,33325,Regular School,High,No,1.0,1287.0,1096.0,191.0,146.0,24.41,3564.0,3564.0
120018002721,0.0631229235880399,0.743016759776536,0.780369290573372,97143.0,22.960927960928,0.175444371296906,2016-2017,FL,33076,Regular School,High,No,0.0,654.0,574.0,80.0,137.589996337891,24.22,3333.0,3333.0
120018003029,0.0658914728682171,0.786533816425121,0.794202898550725,82178.0,20.8608058608059,0.373498111912118,2016-2017,FL,33028,Regular School,High,No,1.0,1252.0,1090.0,162.0,107.0,23.51,2516.0,2516.0
120018003301,0.0934065934065934,0.713690062543433,0.465671641791045,43324.0,22.7167277167277,0.283940397350993,2016-2017,FL,33060,Regular School,High,No,1.0,435.0,362.0,73.0,51.0,23.78,1213.0,1213.0
120018003684,0.126924521216673,0.64776357827476,0.836990595611285,45954.0,26.5506715506715,0.200581395348837,2016-2017,FL,33314,Regular School,High,No,0.0,156.0,130.0,26.0,0.0,23.926853825593295,451.0,451.0
120018003815,0.0861928104575163,0.721358428805237,0.851030110935024,113203.0,23.0586080586081,0.128094481035658,2016-2017,FL,33332,Regular School,High,No,0.0,682.0,583.0,99.0,200.529998779297,23.23,4659.0,4659.0
120018003823,0.104891446507978,0.637521018496277,0.869413407821229,85717.0,20.2991452991453,0.269673704414587,2016-2017,FL,33029,Regular School,High,Yes,1.0,424.0,361.0,63.0,54.0,25.83,1395.0,1395.0
120018004037,0.134814363968351,0.700750804433321,0.598191214470284,67855.0,20.4212454212454,0.435844370860927,2016-2017,FL,33065,Regular School,High,No,1.0,1322.0,1204.0,118.0,94.0,28.55,2684.0,2684.0
120018004050,0.0813594232749743,0.710396681358569,0.888779041028176,83802.0,19.8107448107448,0.38738338516215,2016-2017,FL,33073,Regular School,High,No,1.0,1073.0,919.0,154.0,98.0,24.55,2406.0,2406.0
120018004052,0.0583617476805963,0.807441446783279,0.721993531314319,89750.0,20.2014652014652,0.36701030927835,2016-2017,FL,33027,Regular School,High,No,1.0,958.0,809.0,149.0,89.0,23.99,2135.0,2135.0
120018007555,0.104891446507978,0.637521018496277,0.869413407821229,85717.0,21.8376068376068,0.188373804267844,2016-2017,FL,33029,Regular School,High,No,0.0,726.0,598.0,128.0,109.059997558594,23.79,2595.0,2595.0
120024000296,0.243264659270998,0.507062146892655,0.138728323699422,26636.0,21.9352869352869,0.40273396424816,2016-2017,FL,33950,Regular School,High,No,1.0,691.0,601.0,90.0,75.1600036621094,21.23,1596.0,1596.0
120024000298,0.223901098901099,0.577916295636687,0.705583756345178,44063.0,22.8388278388278,0.353968253968254,2016-2017,FL,34224,Regular School,High,No,1.0,344.0,300.0,44.0,49.0,20.8,1019.0,1019.0
120024002122,0.0577922077922078,0.559405940594059,0.522550544323484,38237.0,21.1782661782662,0.484542211652794,2016-2017,FL,33948,Regular School,High,No,1.0,532.0,515.0,17.0,74.1699981689453,18.53,1374.0,1374.0
120024007659,0.243264659270998,0.507062146892655,0.138728323699422,26636.0,23.2295482295482,0.010989010989011,2016-2017,FL,33950,Regular School,High,Yes,0.0,110.0,97.0,13.0,10.0,37.3,373.0,373.0
120027000305,0.189716312056738,0.535067873303167,0.382911392405063,32095.0,20.1526251526252,0.469055374592834,2016-2017,FL,34452,Regular School,High,No,1.0,931.0,829.0,102.0,80.75,18.44,1489.0,1489.0
120027000314,0.123035230352304,0.389318885448916,0.542217700915565,29109.0,21.3492063492064,0.489263803680982,2016-2017,FL,34428,Regular School,High,No,1.0,792.0,712.0,80.0,61.5,19.4,1193.0,1193.0
120027002425,0.114880493446415,0.486725663716814,0.542528735632184,35531.0,21.7399267399267,0.420817369093231,2016-2017,FL,34461,Regular School,High,No,1.0,1002.0,893.0,109.0,86.1699981689453,20.19,1740.0,1740.0
120030000323,0.115600448933782,0.552929085303186,0.520169851380042,39375.0,20.8852258852259,0.380803011292346,2016-2017,FL,32073,Regular School,High,No,1.0,407.0,390.0,17.0,83.5999984741211,17.83,1491.0,1491.0
120030000328,0.199762187871581,0.56551724137931,0.731578947368421,55221.0,21.4224664224664,0.363047001620746,2016-2017,FL,32656,Regular School,High,No,1.0,366.0,358.0,8.0,67.1999969482422,17.01,1143.0,1143.0
120030000330,0.118957545187053,0.485205110961668,0.256034482758621,37944.0,21.6422466422466,0.302358827734096,2016-2017,FL,32043,Regular School,High,No,1.0,483.0,428.0,55.0,76.5999984741211,19.57,1499.0,1499.0
120030002053,0.0426940639269406,0.617870310127955,0.604854755272583,58974.0,20.3235653235653,0.332748538011696,2016-2017,FL,32068,Regular School,High,No,1.0,619.0,552.0,67.0,96.5999984741211,16.57,1601.0,1601.0
120030002494,0.0819672131147541,0.546031746031746,0.581609195402299,47981.0,21.9108669108669,0.269798657718121,2016-2017,FL,32065,Regular School,High,No,1.0,550.0,498.0,52.0,93.5999984741211,16.04,1501.0,1501.0
120030004062,0.115631691648822,0.683370730491149,0.645710928319624,86081.0,22.9120879120879,0.113243761996161,2016-2017,FL,32003,Regular School,High,No,0.0,290.0,255.0,35.0,101.0,19.52,1972.0,1972.0
120030007558,0.0885449701890143,0.705837257693571,0.728946525776497,82955.0,20.1037851037851,0.214180929095355,2016-2017,FL,32065,Regular School,High,No,0.0,675.0,600.0,75.0,119.0,21.15,2517.0,2517.0
120033000343,0.100534759358289,0.653919694072658,0.797385620915033,61088.0,21.6910866910867,0.372572815533981,2016-2017,FL,34102,Regular School,High,No,1.0,1011.0,846.0,165.0,83.5999984741211,21.34,1784.0,1784.0
120033000354,0.166139954853273,0.317539319131993,0.646969696969697,44471.0,20.5433455433455,0.606,2016-2017,FL,34113,Regular School,High,No,1.0,1275.0,1119.0,156.0,73.0,22.48,1641.0,1641.0
120033000355,0.0764494612621857,0.0931216931216931,0.347695390781563,18861.0,17.5396825396825,0.870477568740955,2016-2017,FL,34142,Regular School,High,No,1.0,1867.0,1756.0,111.0,81.8600006103516,23.71,1941.0,1941.0
120033000357,0.0542521994134897,0.701923076923077,0.658303464755078,48660.0,22.8144078144078,0.240893066980023,2016-2017,FL,34109,Regular School,High,No,1.0,668.0,542.0,126.0,71.2699966430664,24.15,1721.0,1721.0
120033003336,0.0840404699738903,0.719877206446662,0.768115942028985,63483.0,22.3260073260073,0.196637799286806,2016-2017,FL,34119,Regular School,High,No,0.0,726.0,600.0,126.0,94.0,25.95,2439.0,2439.0
120033003959,0.116151202749141,0.601998621640248,0.488975356679637,43057.0,18.6385836385836,0.6658521686011,2016-2017,FL,34116,Regular School,High,No,1.0,1464.0,1256.0,208.0,78.4400024414062,22.22,1743.0,1743.0
120033003960,0.0561618917689859,0.556806550665302,0.570190641247834,59273.0,20.4212454212454,0.399670148433205,2016-2017,FL,34120,Regular School,High,No,1.0,1292.0,1055.0,237.0,89.8300018310547,24.55,2205.0,2205.0
120036000358,0.126320624712908,0.558779201205727,0.475319926873857,44231.0,21.4468864468864,0.445615982241953,2016-2017,FL,32025,Regular School,High,No,1.0,881.0,856.0,25.0,88.0,21.26,1871.0,1871.0
120039000589,0.085045911674683,0.582964156262586,0.58679706601467,33465.0,18.3699633699634,0.698139534883721,2016-2017,FL,33015,Regular School,High,No,1.0,1486.0,1352.0,134.0,89.0,20.21,1799.0,1799.0
120039000590,0.0283322601416613,0.934972244250595,0.789705882352941,122750.0,20.4700854700855,0.613357292602576,2016-2017,FL,33146,Regular School,High,No,1.0,2068.0,1839.0,229.0,124.0,23.9,2964.0,2964.0
120039000591,0.0795807453416149,0.375599725839616,0.471598414795244,38911.0,15.5128205128205,0.762201453790239,2016-2017,FL,33013,Regular School,High,No,1.0,1661.0,1510.0,151.0,101.0,18.94,1913.0,1913.0
120039000592,0.0959507042253521,0.721105527638191,0.823115577889447,66385.0,15.3174603174603,0.726840855106888,2016-2017,FL,33014,Regular School,High,No,1.0,1249.0,1144.0,105.0,76.0,19.32,1468.0,1468.0
120039000593,0.21231884057971,0.239157631359466,0.556390977443609,25114.0,15.7814407814408,0.858131487889273,2016-2017,FL,33034,Regular School,High,No,1.0,1790.0,1723.0,67.0,102.0,19.17,1955.0,1955.0
120039000594,0.0,0.677475898334794,1.0,36250.0,19.5665445665446,0.57864941366761,2016-2017,FL,33139,Regular School,High,No,1.0,1475.0,1307.0,168.0,100.0,23.75,2375.0,2375.0
120039000595,0.195289206917114,0.389051288865267,0.542695836273818,45873.0,16.2698412698413,0.805045871559633,2016-2017,FL,33056,Regular School,High,No,1.0,856.0,823.0,33.0,54.0,17.37,938.0,938.0
120039000596,0.275013376136972,0.342292490118577,0.526946107784431,21844.0,14.6825396825397,0.782985226693836,2016-2017,FL,33147,Regular School,High,No,1.0,1309.0,1266.0,43.0,90.0,16.09,1448.0,1448.0
120039000599,0.166166166166166,0.60130515848353,0.69601677148847,37332.0,19.2246642246642,0.690401396160559,2016-2017,FL,33165,Regular School,High,No,1.0,1874.0,1659.0,215.0,108.0,21.4,2311.0,2311.0
120039000600,0.196588139723802,0.258319232938522,0.265013054830287,24715.0,14.6336996336996,0.878103837471783,2016-2017,FL,33127,Regular School,High,No,1.0,639.0,622.0,17.0,43.0,16.28,700.0,700.0
120039000601,0.200777831793875,0.214015946286194,0.444055944055944,15170.0,15.9035409035409,0.874747474747475,2016-2017,FL,33142,Regular School,High,No,1.0,1334.0,1305.0,29.0,69.0,19.86,1370.0,1370.0
120039000602,0.0241702741702742,0.755433119069483,0.817027632561613,94439.0,19.5909645909646,0.505472233481962,2016-2017,FL,33176,Regular School,High,No,1.0,958.0,829.0,129.0,65.0,20.11,1307.0,1307.0
120039000603,0.179159663865546,0.500311720698254,0.576603773584906,59688.0,15.7326007326007,0.750155376009944,2016-2017,FL,33169,Regular School,High,No,1.0,1467.0,1364.0,103.0,87.0,19.02,1655.0,1655.0
120039000604,0.206257982120051,0.336070060207991,0.109026963657679,23190.0,15.5128205128205,0.813839559093693,2016-2017,FL,33150,Regular School,High,No,1.0,1501.0,1430.0,71.0,74.0,21.85,1617.0,1617.0
120039000605,0.0867908552074513,0.849171047310958,0.865930599369085,97500.0,22.2771672771673,0.302137067059691,2016-2017,FL,33156,Regular School,High,No,1.0,1260.0,1132.0,128.0,106.0,26.17,2774.0,2774.0
120039000606,0.0765595463137996,0.612964728312679,0.223564954682779,23644.0,18.1257631257631,0.819230769230769,2016-2017,FL,33135,Regular School,High,No,1.0,2546.0,2316.0,230.0,123.0,23.11,2843.0,2843.0
120039000607,0.103471749489449,0.760282776349614,0.741176470588235,70306.0,18.980463980464,0.714690867838911,2016-2017,FL,33166,Regular School,High,No,1.0,1033.0,945.0,88.0,59.0,20.97,1237.0,1237.0
120039000608,0.0542828685258964,0.610659072416599,0.815094339622642,65854.0,18.3211233211233,0.601249349297241,2016-2017,FL,33183,Regular School,High,No,1.0,874.0,738.0,136.0,57.0,19.67,1121.0,1121.0
120039000609,0.146739130434783,0.554462164913471,0.7088,29519.0,18.8827838827839,0.689024390243902,2016-2017,FL,33162,Regular School,High,No,1.0,1163.0,1103.0,60.0,77.0,16.83,1296.0,1296.0
120039000610,0.19625468164794,0.403335602450647,0.669763513513513,32333.0,16.4407814407814,0.82690794649882,2016-2017,FL,33161,Regular School,High,No,1.0,1896.0,1820.0,76.0,102.0,20.42,2083.0,2083.0
120039000612,0.0926335757192539,0.682363264112314,0.778818022235225,60673.0,18.1990231990232,0.747637915269735,2016-2017,FL,33030,Regular School,High,No,1.0,2794.0,2625.0,169.0,131.0,24.05,3150.0,3150.0
120039000613,0.0488953277797899,0.834707780566511,0.846875,60521.0,18.2967032967033,0.683275563258232,2016-2017,FL,33155,Regular School,High,No,1.0,1304.0,1160.0,144.0,85.0,18.56,1578.0,1578.0
